ID,Question,Expected Answer
426,"**سؤال فقهي:**

ما هي صفة النهوض من السجود للقيام في الصلاة وفقاً للقول الأول من أهل العلم، وما هو الحكم إذا كان النهوض يشق على المصلي؟ 

**أ) يُسن رفع اليدين قبل الركبتين عند النهوض من السجود، ويجب الاعتماد على اليدين إذا كان يشق عليه.**  
**ب) يُسن رفع الركبتين أولاً ثم اليدين، ولا يجوز الاعتماد على اليدين.**  
**ج) يُسن رفع اليدين والركبتين معاً، ولا يجوز الاعتماد على اليدين.**  
**د) يُسن رفع اليدين قبل الركبتين، ولكن يجوز الاعتماد على اليدين إذا كان يشق عليه.**  

**الإجابة الصحيحة:** د) يُسن رفع اليدين قبل الركبتين، ولكن يجوز الاعتماد على اليدين إذا كان يشق عليه.",اختلَفَ أهلُ العِلمِ في صفةِ النُّهوضِ، على قولينِ:القولُ الأوَّلُ:يُسَنُّ رفعُ اليدينِ قبْلَ الرُّكبتينِ عند الرَّفعِ مِن السُّجودِ إلَّا إذا كان يشُقُّ عليه؛ فإنَّه يعتمِدُ على يدَيْهِ في النُّهوضِ، وهو مذهبُ الحنفيَّةِ((تبيين الحقائق للزيلعي، مع حاشية الشلبي)) (1/116)، ((البناية)) للعيني (2/250)، ((مراقي الفلاح)) للشرنبلالي (ص: 100، 107).، والحنابلةِ((المبدع)) لبرهان الدين ابن مفلح (1/406)، وينظر: ((المغني)) لابن قدامة (1/380).، وقولُداودَ الظَّاهريِّ((المجموع)) للنووي (3/444).، واختارَهابنُ ...
427,"**السؤال:**

ما هو الحكم الفقهي للتفريج بين الفخذين ورفع البطن عنهما في السجود، وهل يختلف ذلك بين الرجل والمرأة؟ مع ذكر الدليل من الإجماع أو من أقوال العلماء في هذا الشأن.",يُسَنُّاختلف أهل العلم هل المرأة كالرجل في هذا الحكم، أم أن لسجودها هيئة مختلفة؟ يُنظر: ((المحلى)) لابن حزم (3/37-38)، ((المجموع)) للنووي (3/429)، ((حاشية ابن عابدين)) (1/504).التفريجُ بين الفخِذينِ، ورَفْعُ البَطنِ عنهما في السُّجودِ.الدَّليلُ مِنَ الإِجْماع:نقَل الإجماعَ على ذلك:الشَّوكانيُّقالالشَّوكانيُّ: (الحديث يدلُّ على مشروعية التفريج بين الفخِذين في السُّجود، ورفْعِ البطن عنهما، ولا خلافَ في ذلك). ((نيل الأوطار)) (2/297)....
428,"**السؤال:**  
ما هو المكان المفضل لوضع اليدين في السجود وفقاً لمذاهب الفقهاء، وما هي الأدلة التي استندوا إليها في ذلك؟

**الإجابة النموذجية:**  
يُسَنُّ وضع اليدين في السجود حَذْوَ المَنْكِبَيْنِ، وهذا هو مذهب الشافعية والحنابلة، وقد استندوا إلى عدة مصادر مثل ((تحفة المحتاج)) للهيتمي و((أسنى المطالب)) لزكريا الأنصاري. بينما يرى الحنفية أن وضع اليدين يجب أن يكون حَذْوَ الأُذُنينِ في السجود، وقد استندوا إلى ما ورد في ((تبيين الحقائق)) للزيلعي و((البحر الرائق)) لابن نجيم. كما رُوي عن بعض السلف أن النبي صلى الله عليه وسلم ""سجد فجعل كفَّيه بحذاء أذنيه"".",يُسَنُّ وضعُ اليدينِ حَذْوَ المَنْكِبَيْنِوهذا مذهب الشافعيَّة والحنابلة. ينظر: ((تحفة المحتاج)) للهيتمي (2/76)، ((أسنى المطالب)) لزكريا الأنصاري (1/162) ((الإنصاف)) للمرداوي (2/52)، ((كشاف القناع)) للبهوتي (1/391).أو حَذْوَ الأُذُنينِ في السُّجودِوهذا مذهب الحنفية. ينظر: ((تبيين الحقائق)) للزيلعي (1/116)، ((البحر الرائق)) لابن نجيم (1/335).  وروي عن بعض السَّلف، قال الزيلعي: (وروى الأثرم بإسناده عن وائل: أنه عليه الصلاة والسلام «سجد فجعل كفَّيه بحذاء أذنيه»، قال: ورُوي ذلك عن ابن عمر وسعيد بن ج...
429,"**السؤال:**  
ما هو الحكم الفقهي لرفع الذراعين عن الأرض أثناء السجود في الصلاة، وما هو موقف المذاهب الفقهية الأربعة من ذلك؟ 

**الإجابة:**  
يُستحب رفع الذراعين عن الأرض حين السجود، ويُكرَه افتراش الذراعين فيه، وهذا باتفاق المذاهب الفقهية الأربعة: الحنفية، والمالكية، والشافعية، والحنابلة.",يُستحَبُّ رفعُ الذِّراعَيْنِ عن الأرضِ حينَ السُّجودِ، ويُكرَهُ افتراشُ الذِّراعينِ فيه، وهذا باتِّفاقِ المذاهبِ الفِقهيَّةِ الأربعةِ: الحنفيَّةِ((البناية)) للعيني (2/246)، ((الفتاوى الهندية)) (1/75).، والمالكيَّةِ((حاشية العدوي على كفاية الطالب الرباني)) (1/ 270)، ((الفواكه الدواني)) للنفراوي (1/468).، والشافعيَّةِ((المجموع)) للنووي (3/431)، وينظر: ((الحاوي الكبير)) للماوردي (2/130).، والحنابلةِ((كشاف القناع)) للبهوتي (1/371)، وينظر: ((المغني)) لابن قدامة (1/373).الأدلَّة:أوَّلًا: من السُّنَّة1...
430,"**سؤال فقهي:**

ما هو الحكم الفقهي في استقبال المصلي بأصابع قدميه القِبلة أثناء السجود، وما هو الدليل على ذلك من المذاهب الفقهية الأربعة؟ 

**الإجابة:**

يُسَنُّ في السجود أن يستقبل المصلي بأصابع قدميه القِبلة، وذلك باتفاق المذاهب الفقهية الأربعة: الحنفية، المالكية، الشافعية، والحنابلة. 

- **الحنفية:** كما ورد في حاشية ابن عابدين وبدائع الصنائع.
- **المالكية:** كما ذكر في حاشية العدوي والثمر الداني.
- **الشافعية:** كما ورد في المجموع ونهاية المحتاج.
- **الحنابلة:** كما ذكر في شرح منتهى الإرادات وحاشية الروض المربع. 

هذا يدل على أهمية هذا الفعل في السجود وفقًا للأدلة المتفق عليها بين المذاهب.",يُسَنُّ في السُّجودِ أنْ يستقبِلَ بأصابعِ قدمَيْهِ القِبلةَ، وذلك باتِّفاقِ المذاهبِ الفِقهيَّةِ الأربعة: الحنفيَّةِ((حاشية ابن عابدين)) (1/504)، وينظر: ((بدائع الصنائع)) للكاساني (1/210).، والمالكيَّةِ((حاشية العدوي على كفاية الطالب الرباني)) (1/270)، وينظر: ((الثمر الداني)) للآبي الأزهري (ص: 112).، والشافعيَّةِ((المجموع)) للنووي (3/430)، ((نهاية المحتاج)) للرملي (1/516).، والحنابلةِ((شرح منتهى الإرادات)) للبهوتي (1/198)، وينظر: ((حاشية الروض المربع)) لابن قاسم (2/56).الأدلَّة:أوَّلًا: من السُّ...
431,"**السؤال:**

ما هي الصيغة المسنونة التي يُستحب قولها في السجود وفقًا لما ورد في الأحاديث النبوية؟ اذكر الدليل من الحديث الشريف. 

**الإجابة:**

الصيغة المسنونة التي يُستحب قولها في السجود هي: ""سُبحانَ ربِّيَ الأعلى"". والدليل على ذلك ما رواه عبد الله بن عباس رضي الله عنهما، حيث ذكر أنه بات عند خالته ميمونة، ورأى رسول الله صلى الله عليه وسلم يقول في سجوده: ""سُبحانَ ربِّيَ الأعلى"".",الفَرْعُ الأول: ما يُسَنُّ قولُه مِن الأذكارِورَدَتْ عدَّةُ صِيَغٍ للذِّكرِ في السُّجودِ، منها:قولُ: سُبحانَ ربِّيَ الأعلىفعنعبدِ اللهِ بنِ عبَّاسٍرضيَ اللهُ عنهما قال:((بِتُّ عند خالتيميمونةَ، قال: فانتبَهَ رسولُ اللهِ صلَّى اللهُ عليه وسلَّم مِن اللَّيلِ، فذكَرَ الحديثَ، قال: ثم ركَعَ، قال: فرأَيْتُه قال في ركوعِه: سُبحانَ ربِّيَ العظيمِ، ثم رفَعَ رأسَه فحمِدَ اللهَ ما شاءَ اللهُ أن يحمَدَه، قال: ثم سجَدَ، قال: فكان يقولُ في سُجودِه: سُبحانَ ربِّيَ الأعلى، قال: ثم رفَعَ رأسَه، قال: فكان يقولُ ...
432,"**السؤال:** اختلف أهل العلم في حكم جلسة الاستراحة في الصلاة بعد السجدة الثانية وقبل النهوض إلى الركعة الثانية أو الرابعة. ما هو القول الذي يذهب إليه جمهور الفقهاء بشأن هذه الجلسة، وما هي المذاهب التي تتبنى هذا الرأي؟ 

**الإجابة:** القول الذي يذهب إليه جمهور الفقهاء هو أنه لا تُسنُّ جلسة الاستراحة إذا لم يحتج إليها. وهذا مذهب الحنفية والمالكية والحنابلة.",اختَلَف أهلُ العلمِ في حكم جَلسةِ الاستراحةِ بعدَ السَّجدةِ الثانيةِ وقبلَ النهوضِ إلى الرَّكعةِ الثَّانيةِ، والرَّابعةِ، وذلك، على قولينِ:القولُ الأوَّلُ:لا تُسنُّ جلسةُ الاستراحةِ إذا لم يحتجْ إليها، وهذا مذهبُ الجمهورِ: الحنفيَّةِ((البناية)) للعيني (2/250)، وينظر: ((مجمع الأنهر)) لشيخي زاده (1/150).، والمالكيَّةِ((حاشية العدوي على كفاية الطالب الرباني)) (1/ 272)، وينظر: ((بداية المجتهد)) لابن رشد (1/137)، ((الفواكه الدواني)) للنفراوي (1/473).، والحنابلةِ((كشاف القناع)) للبهوتي (1/355)، وينظر:...
433,"**السؤال:** ما هو حكم الجلوس بين السجدتين في الصلاة، وما هو رأي المذاهب الأربعة في ذلك؟

**الإجابة:** الجلوس بين السجدتين هو ركن من أركان الصلاة، وهذا هو مذهب الجمهور من المالكية والشافعية والحنابلة. أما الحنفية، فالمشهور في مذهبهم هو أن الجلوس بين السجدتين سنة، وقد رُوي عنهم وجوبها، وهو ما يتوافق مع الأدلة.",الجَلسةُ بين السَّجدتينِ رُكنٌ مِن أركانِ الصَّلاةِ، وهذا مذهبُ الجمهور: المالكيَّةِ((حاشية الصاوي على الشرح الصغير)) (1/314)، ((الفواكه الدواني)) للنفراوي (1/470).، والشافعيَّةِ((روضة الطالبين)) للنووي (1/260)، ((المجموع)) للنووي (3/437)، ((نهاية المحتاج)) للرملي (1/517).، والحنابلةِ((شرح منتهى الإرادات)) للبهوتي (1/217)، وينظر: ((المغني)) لابن قدامة (1/375).، وقولٌ للحنفيَّةِقال ابن عابدين: (أما القَوْمة والجَلْسة وتعديلهما، فالمشهور في المذهب: السُّنيَّة، ورُوي وجوبها، وهو الموافق للأدلة، وعل...
434,"**السؤال:** ما هو حكم الدعاء بالمغفرة في الجلسة بين السجدتين، وما هي المذاهب الفقهية التي تؤكد على سنيته؟

**الإجابة:** الدعاء بالمغفرة في الجلسة بين السجدتين هو سنة، وهذا مذهب المالكية والشافعية، حيث ذكر الحطاب في ""مواهب الجليل"" والنووي في ""المجموع"" و""روضة الطالبين"" استحبابه. كما أن بعض متأخري الحنفية، مثل ابن عابدين، أشاروا إلى أنه ينبغي أن يُندب الدعاء بالمغفرة بين السجدتين، وذلك خروجًا من خلاف الإمام أحمد الذي يرى أن تركه عمدًا يبطل الصلاة.",الفَرْعُ الأوَّلُ: الدُّعاءُ بالمغفرةِ في الجَلْسةِ بين السَّجدتينِالدُّعاءُ بالمغفرةِ في الجَلْسةِ بين السَّجدتينِ سُنَّةٌ، وهذا مذهبُ المالكيَّةِ((مواهب الجليل)) للحطاب (2/253)، ((الشرح الكبير)) للدردير (1/252).، والشافعيَّةِ((المجموع)) للنووي (3/436)، ((روضة الطالبين)) للنووي (1/260).، وقولُ بعضِ مُتأخِّري الحنفيَّةِقال ابن عابدين: (بل ينبغي أن يُندَب الدعاءُ بالمغفرة بين السجدتينِ، خروجًا من خلاف الإمام أحمد؛ لإبطاله الصلاةَ بتركه عامدًا، ولم أرَ من صَرَّح بذلك عندنا، لكن صرَّحوا باستحبابِ م...
435,"**السؤال:** ما هو حكم التشهد الأول والجلوس له في الصلاة وفقًا لمذهب الحنفية والحنابلة، وما هي الآثار المترتبة على تركهما عمدًا أو سهوًا؟

**الإجابة:** 
التشهد الأول والجلوس له واجب، وهذا مذهب الحنفية والحنابلة. إذا ترك المصلي أحدهما عمدًا بطلت صلاته، أما إذا تركه سهوًا فإنه يسجد للسهو.",التشهُّدُ الأوَّلُ والجلوسُ له واجبٌ، وهذا مذهبُ الحنفيَّةِ((الدر المختار للحصكفي وحاشية ابن عابدين)) (1/466)، وينظر: ((مجمع الأنهر)) لشيخي زاده (1/133).، والحنابلةِ((الإنصاف)) للمرداوي (2/83)، ((الفروع)) لابن مفلح (2/249).، وروايةٌ عنمالكٍقال الدُّسوقيُّ: (وذكَر اللخميُّ قولًا بوجوب التشهُّد الأول) ((حاشية الدسوقي)) (1/243). قال ابن رجب: (وقال الثوريُّ، وأحمد - في ظاهر مذهبه - وإسحاق، وأبو ثور، وداود: إنْ ترك واحدًا منها عمدًا بطَلَت صلاته، وإن تركه سهوًا سجد لسهو، وحكَى الطحاوي مثله عن مالك) (...
436,"**سؤال فقهي:**

ما هو حكم الصلاة على النبي صلى الله عليه وسلم بعد التشهد الأول، وما هي الآراء المختلفة بين العلماء في هذا الموضوع؟ اذكر القولين الرئيسيين مع توضيح مذهب كل منهما.",اختَلَف العلماءُ في الصَّلاةِ على النبيِّ صلَّى اللهُ عليه وسلَّم في التشهُّدِ الأوَّلِ، على قولينِ:القولُ الأوَّلُ:لا يُزادُ في التشهُّدِ الأوَّلِ على التشهُّدِ، وهو مذهبُ الجمهورِقال السمرقندي: (هل يُزاد على التشهُّد من الصلوات والدعوات؟ فنقول: في التشهد الأوَّل لا يزاد عليه شيء عند عامَّة العلماء) ((تحفة الفقهاء)) (1/137)، وينظر: ((فتح الباري)) لابن رجب (7/341).: الحنفيَّةِ((البحر الرائق)) لابن نجيم (1/344)، وينظر: ((تحفة الفقهاء)) للسمرقندي (1/137).، والمالكيَّةِ((مواهب الجليل)) للحطاب (2/25...
437,"**السؤال:**

ما هو الحكم الفقهي المتعلق بالتشهُّد في الصلاة، وما هو الدليل على ذلك من الإجماع؟ 

**الإجابة:**

الحكم الفقهي المتعلق بالتشهُّد في الصلاة هو أن السنة إخفاء التشهُّد وعدم الجهر به. والدليل على ذلك هو إجماع العلماء، حيث نقل ابن قُدامة في ""المغني"" أن السنة إخفاء التشهُّد ولا يعلم في ذلك خلاف، كما أشار النووي في ""المجموع"" إلى أن العلماء أجمعوا على الإسرار بالتشهُّدين وكراهة الجهر بهما.",مِن السُّنَّةِ إخفاءُ التشهُّدِ، وترْكُ الجهرِ به.الدَّليلُ مِنَ الإِجْماع:نقَلَ الإجماعَ على ذلك:ابنُ قُدامةَقال ابنُ قُدامة: (والسُّنة إخفاءُ التشهُّد؛... ولا نعلم في هذا خلافًا). ((المغني)) (1/391).،والنَّوويُّقال النَّوويُّ: (أجمع العلماءُ على الإسرار بالتشهُّدين، وكراهةِ الجهر بهما). ((المجموع)) (3/463)....
438,"**السؤال:**

ما هو حكم التشهد الأخير في الصلاة وفقاً لمذهب الشافعية والحنابلة، وما هي الأدلة التي استندوا إليها في ذلك؟ 

**الإجابة:**

التشهد الأخير ركن من أركان الصلاة، وهذا ما ذهب إليه الشافعية والحنابلة. حيث يعتبر التشهد الأخير فرضاً لا تصح الصلاة إلا به، وقد استندوا إلى أقوال بعض الأئمة مثل الحسن البصري وأحمد وإسحاق وداود، كما حكاه ابن المنذر عن عمر بن الخطاب ونافع مولى ابن عمر.",التشهُّدُ الأخيرُ ركنٌ مِن أركانِ الصَّلاةِ، وهذا مذهبُ الشافعيَّةِ((المجموع)) للنووي (3/462)، وينظر: ((أسنى المطالب)) لزكريا الأنصاري (1/163).، والحنابلةِ((كشاف القناع)) للبهوتي (1/388)، وينظر: ((المغني)) لابن قدامة (1/387).، وداودَ الظَّاهريِّقال النَّوويُّ: (وهذا الجلوسُ والتشهد فيه فرضان عندنا، لا تصحُّ الصلاة إلَّا بهما، وبه قال الحسن البصريُّ، وأحمدُ، وإسحاقُ، وداودُ، وحكاه ابنُ المنذر عن عُمرَ بن الخطَّاب رضي الله تعالى عنه، ونافع مولى ابن عمر، وغيرهما) ((المجموع)) (3/462). وقال القرطبيُّ...
439,"**السؤال:**

ما هو حكم الجلوس للتشهد الأخير في الصلاة، وما الأدلة الشرعية التي تدل على ذلك؟ 

**الإجابة:**

الجلوس للتشهد الأخير هو ركن من أركان الصلاة. ومن الأدلة على ذلك ما رواه أبو حميد الساعدي رضي الله عنه، حيث قال: ""أنا أعلَمُكم بصلاةِ رسولِ اللهِ صلَّى اللهُ عليه وسلَّم - وفيه - حتَّى إذا كانتِ الرَّكعةُ التي تنقضي فيها الصَّلاةُ، أخَّرَ رِجْلَه اليُسرى، وقعَد على شِقِّه متورِّكًا ثم سلَّمَ"". (أخرجه أبو داود والترمذي والنسائي وابن ماجه وأحمد). وقد صحح الترمذي هذا الحديث، مما يدل على أهمية الجلوس للتشهد الأخير في الصلاة.",الجلوسُ للتشهُّدِ الأخيرِ ركنٌ مِن أركانِ الصَّلاةِ.الأدلَّة:أوَّلًا: من السُّنَّةعن أبي حُمَيدٍ السَّاعديِّ رضيَ اللهُ عنه، قال:((أنا أعلَمُكم بصلاةِ رسولِ اللهِ صلَّى اللهُ عليه وسلَّم - وفيه - حتَّى إذا كانتِ الرَّكعةُ التي تنقضي فيها الصَّلاةُ، أخَّرَ رِجْلَه اليُسرى، وقعَد على شِقِّه متورِّكًا ثم سلَّمَ))أخرجه أبو داود (730)، والترمذي (304)، والنسائي (1262)، وابن ماجه (1061)، وأحمد (23647) باختلاف يسير. قال الترمذيُّ: حسنٌ صحيح. وصحَّحه البيهقي في ((السنن الصغير)) (1/160)، وابن العربي في ((...
440,"**السؤال:** اذكر حكم الصلاة على النبي صلى الله عليه وسلم بعد التشهد الأخير، مع توضيح الاختلاف بين العلماء في هذا الموضوع، مستندًا إلى أقوال ابن القيم وابن رجب. 

**الإجابة النموذجية:** 
حكم الصلاة على النبي صلى الله عليه وسلم بعد التشهد الأخير هو أنها مشروعة، وقد اختلف العلماء في وجوبها. حيث قال ابن القيم: ""أجمع المسلمون على مشروعيته واختلفوا في وجوبه فيها"". بينما ذكر ابن رجب أنه لا يعلم خلافًا بين العلماء في مشروعية الصلاة على النبي صلى الله عليه وسلم في التشهد الأخير. وقد ذهب الحنفية إلى أن الصلاة على النبي في التشهد الأخير سُنة.",اختلَفَ العلماءُ في مسألةِ الصَّلاةِ على النبيِّ صلَّى اللهُ عليه وسلَّم بعد التشهُّدِ الأخيرِقال ابنُ القيِّم: (أجمَع المسلمون على مشروعيته واختلفوا في وجوبه فيها). ((جلاء الأفهام)) (ص 327). وقال ابن رجب: (ولا نعلم خلافًا بين العلماء في أنَّ الصلاة على النبيِّ صلَّى اللهُ عليه وسلَّم في التشهُّد الأخير مشروعة) ((فتح الباري)) (7/354).على قولينِ:القولُ الأوَّلُ:الصَّلاةُ على النبيِّ صلَّى اللهُ عليه وسلَّم في التشهُّدِ الأخيرِ سُنَّةٌ، وهذا مذهبُ الحنفيَّةِ((تبيين الحقائق)) للزيلعي (1/108)، ((الب...
441,"**سؤال فقهي:**

ما هي الكيفية المشروعة للجلوس في الصلوات ذات التشهدين، مع توضيح صفتين من صفات التورك الواردة في السنة؟",يُسَنُّ الافتراشُالافتراش: أن يفرشَ رِجله اليسرى ويجلس عليها، وينصب اليمنى. يُنظر ((المجموع)) للنووي (3/437).في جَلسةِ التشهُّدِ الأوَّلِ، والتورُّكُللتورُّك صِفتان وردتْ بهما السنَّة الصحيحة: الصِّفة الأولى: أن يُخرِج الرِّجل اليسرى من الجانب الأيمن مفروشةً، ويجلس على مقعدته على الأرض، وتكون الرجل اليمنى منصوبة. الصِّفة الثانية: أن يفرش اليمنى، ويُدخِل اليُسرى بين فخِذِ وساق الرِّجل اليمنى.في جَلسةِ التشهُّدِ الثاني، وذلك في الصلواتِ ذواتِ التشهُّدينِقال النَّوويُّ: (قال أصحابنا: الحكمة في الاف...
442,"**سؤال فقهي:**

ما هي الكيفية السُنَّة للجلوس في الصَّلوات ذوات التشهُّد الواحد وفقًا لمذهب الحنفية، وما الفرق بين الجلوس في القعدة الأولى والجلوس في القعدة الأخيرة؟ 

**الإجابة:**

السُنَّة في الجلوس في الصَّلوات ذوات التشهُّد الواحد وفقًا لمذهب الحنفية هي الافتراش، حيث يُفرش الرجل اليُسرى ويجلس على كعبها، وينصب اليمنى. ويكون الجلوس في القعدة الأولى والأخيرة على حد سواء، حيث يُجلس المصلي في القعدة الأخيرة كما يجلس في القعدة الأولى مفترشًا، دون أن يتورك.","يُسَنُّ الافتراشُالافتراش: أن يفرشَ رِجله اليُسرى ويجلس على كعبها، وينصب اليمنى. يُنظر ((المجموع)) للنووي (3/437).في جَلسةِ التشهُّدِ في الصَّلواتِ ذواتِ التشهُّدِ الواحدِ، وهذا مذهبُ الحنفيَّةِ((البناية)) للعيني (2/273)، ((تبيين الحقائق)) للزيلعي (1/107). مذهب الحنفيَّة: الافتراش في الجلوس الأوَّل والأخير للتشهُّد؛ قال العيني: (""وجلس في الأخيرة"" ش: أي في القعدة الأخيرة. م: ""كما جَلَس في الأولى"" ش: أي: كجلوسه في القعدة الأولى مفترشًا غير متورِّك، وإنما قال في الأخيرة دون الثانية ليشمل قعدة الفجر..."
443,"**السؤال:**

ما هو الحكم الفقهي للإشارة بالسَّبَّابة في التشهد، وما هو موقف المذاهب الفقهية الأربعة (الحنفية، المالكية، الشافعية، الحنبلية) من هذه المسألة؟ مع ذكر بعض المصادر التي تدعم هذا الحكم. 

**الإجابة النموذجية:**

سُنَّ الإشارة بالسَّبَّابة في التشهد باتِّفاق المذاهب الفقهية الأربعة. 

- **الحنفية:** ذكر في ((تبيين الحقائق)) للزيلعي و((الدر المختار)) للحصكفي.
- **المالكية:** ورد في ((حاشية العدوي على كفاية الطالب الرباني)) و((شرح مختصر خليل)) للخرشي و((الذخيرة)) للقرافي.
- **الشافعية:** أشار إلى ذلك ((تحفة المحتاج)) للهيتمي و((مغني المحتاج)) للشربيني.
- **الحنابلة:** ذُكر في ((الإنصاف)) للمرداوي و((المغني)) لابن قدامة.

وبذلك يتضح أن الإشارة بالسَّبَّابة في التشهد هي سُنَّة متفق عليها بين جميع المذاهب.",الفَرْعُ الأول: الإشارةُ بالسَّبَّابةِ في التشهديُسَنُّ الإشارةُ بالسَّبَّابةِ في التشهُّدِ، وذلك باتِّفاقِ المذاهبِ الفِقهيَّةِ الأربعةِ: الحنفيَّةِ((تبيين الحقائق)) للزيلعي (1/121)، ((الدر المختار)) للحصكفي (1/508).، والمالكيَّةِ((حاشية العدوي على كفاية الطالب الرباني)) (1/282)، وينظر: ((شرح مختصر خليل)) للخرشي (1/287)، ((الذخيرة)) للقرافي (2/212).، والشافعيَّةِ((تحفة المحتاج)) للهيتمي (2/80)، ((مغني المحتاج)) للشربيني (1/173).، والحنابلةِ((الإنصاف)) للمرداوي (2/56)، وينظر: ((المغني)) لابن قدا...
444,"**السؤال:**

ما هو موضع نظر المُصلِّي حالَ التشهُّد، وما هي الحالات التي يُستثنى فيها من النظر إلى السبَّابة وفقًا لمذهب الحنابلة والشافعية؟ 

**الإجابة:**

يُسَنُّ للمُصلِّي أن ينظُرَ حالَ تشهُّده إلى سبَّابته. ومع ذلك، يُستثنى من ذلك في الحالات التالية وفقًا لمذهب الحنابلة والشافعية: 
1. إذا كان العدوُّ في جهة القبلة.
2. إذا اشتدَّ الخوف.
3. إذا كان خائفًا من سيل أو سبع.
4. إذا كان خائفًا من فوات الوقوف بعرفة.
5. إذا كان خائفًا من ضياع مالٍ أو نحو ذلك مما يحصل به الضرر إذا نظر إلى موضع سجوده.",يُسَنُّ للمُصلِّي أنْ ينظُرَ حالَ تشهُّدِه إلى سبَّابتِهاستثنَى الحنابلة أيضًا: (إذا كان العدوُّ في جهة القبلة، وكذا إذا اشتدَّ الخوف، أو كان خائفًا من سيل أو سبع، أو فوات الوقوف بعرفة، أو ضياع مالٍ ونحو ذلك، ممَّا يحصل به الضررُ إذا نظر إلى موضعِ سجوده) ((حاشية الروض المربع)) (2/21).، وهو مذهبُ الشافعيَّةِ((تحفة المحتاج)) لابن حجر الهيتمي (2/ 100)، وينظر: ((أسنى المطالب)) لزكريا الأنصاري (1/169).، والحنابلةِ((المبدع)) لبرهان الدين ابن مفلح (1/379) ((كشاف القناع)) للبهوتي (1/334) ((حاشية الروض ا...
445,"**السؤال:**

ما هو حكم الدعاء بعد التشهد وقبل السلام في الصلاة، وما الدليل من السنة النبوية على ذلك؟ اذكر بعض الأدعية المأثورة التي يمكن الدعاء بها في هذا الموضع. 

**الإجابة:**

يستحب الدعاء بعد التشهد وقبل السلام في الصلاة. والدليل من السنة النبوية هو ما رواه عبد الله بن مسعود رضي الله عنه، حيث قال: قال رسول الله صلى الله عليه وسلم: ""إذا قعدتم في كل ركعتين، فقولوا: التحيات لله..."" إلى أن قال: ""ثم ليتخير من الدعاء أعجبه إليه"" (رواه البخاري ومسلم). 

ومن الأدعية المأثورة التي يمكن الدعاء بها في هذا الموضع: 
1. ""اللهم إنِّي ظلمتُ نفسي ظلمًا كثيرًا، ولا يغفر الذنوب إلَّا أنت؛ فاغفر لي مغفرةً من عندك...""",يُستحَبُّ الدُّعاءُ بعد التشهُّدِ والصَّلاةِ على النبيِّ صلَّى اللهُ عليه وسلَّم وقبْلَ السَّلامِ.الدَّليلُ مِنَ السُّنَّة:عنعبدِ اللهِ بنِ مسعودٍقال: قال رسولُ اللهِ صلَّى اللهُ عليه وسلَّم:((إذا قعَدْتُم في كلِّ ركعتينِ، فقولوا: التَّحيَّاتُ للهِ...))إلى أنْ قال:((ثمَّ لْيتخيَّرْ مِن الدُّعاءِ أعجَبَه إليه))أخرجه البخاري (835)، ومسلم (402). ومن الأدعية الصَّحيحة المأثورة بعد التشهُّد وقبل التسليم: 1- ((اللهمَّ إنِّي ظلمتُ نفسي ظلمًا كثيرًا، ولا يغفر الذنوب إلَّا أنت؛ فاغفرْ لي مغفرةً من عندك و...
446,"**السؤال:**

ما هو حكم الاستعاذة من الأربع المذكورة في التشهد الأخير، وما هي هذه الأربع التي أوصى النبي صلى الله عليه وسلم بالاستعاذة منها؟ 

**الإجابة:**

حكم الاستعاذة من الأربع في التشهد الأخير هو أنها سنة مستحبة، وقد اتفقت الأمة على مشروعيتها. والأربع التي أوصى النبي صلى الله عليه وسلم بالاستعاذة منها هي: 
1. عذاب جهنم
2. عذاب القبر
3. فتنة المحيا والممات
4. فتنة المسيح الدجال",تُسَنُّ الاستعاذةُ بعدَ التشهُّدِ الأخيرِ مِن أربعٍقال ابنُ تَيميَّة: (ومِثل دُعائه في آخر الصلاة، كالدعاء الذي كان النبيُّ صلَّى اللهُ عليه وسلَّم يأمر به أصحابَه، فقال: «إذا قعَد أحدكم في الصلاة، فليستعذْ بالله من أربع: من عذابِ جَهنَّمَ، وعذاب القبر، وفِتنةِ المحيا والممات، وفتنة المسيح الدَّجَّال»، فهذا دعاء أمرهم النبي صلَّى اللهُ عليه وسلَّم أن يدعوا به في آخر صلاتهم. وقد اتَّفقت الأمَّة على أنه مشروع يحبُّه الله ورسوله ويرضاه) ((مجموع الفتاوى)) (10/713).؛ مِن عذابِ جَهنَّمَ، ومِن عذابِ ال...
